,transaction_date,ticker,asset_description,type,amount,representative
266,2020-07-13,CCXX,"Churchill Capital Corp III Class A Common Stock, par Value $0.0001 per Share",purchase,"$1,001 - $15,000",Susie Lee
267,2020-07-16,DELL,Dell Technologies Inc. Class C,sale_partial,"$1,001 - $15,000",Susie Lee
268,2020-07-08,GGT,"Gabelli Multi-Media Trust, Inc.",sale_full,"$15,001 - $50,000",Susie Lee
269,2020-07-08,MAR,Marriott International - Class A,sale_full,"$15,001 - $50,000",Susie Lee
270,2020-07-15,NMIH,NMI Holdings Inc,sale_full,"$1,001 - $15,000",Susie Lee
271,2020-07-29,NLOK,NortonLifeLock Inc.,purchase,"$1,001 - $15,000",Susie Lee
272,2020-07-23,RSG,"Republic Services, Inc.",purchase,"$1,001 - $15,000",Susie Lee
273,2020-07-29,SABR,Sabre Corporation,sale_full,"$1,001 - $15,000",Susie Lee
274,2020-07-15,SABR,Sabre Corporation,sale_partial,"$1,001 - $15,000",Susie Lee
275,2020-07-29,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee
276,2020-07-23,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee
277,2020-08-28,ABT,Abbott Laboratories,sale_partial,"$1,001 - $15,000",David B. McKinley
278,2020-08-25,ATVI,"Activision Blizzard, Inc",purchase,"$15,001 - $50,000",David B. McKinley
279,2020-08-20,ATVI,"Activision Blizzard, Inc",purchase,"$1,001 - $15,000",David B. McKinley
280,2020-08-20,ANTM,"Anthem, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley
281,2020-08-28,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley
282,2020-08-25,BDX,"Becton, Dickinson and Company",sale_full,"$15,001 - $50,000",David B. McKinley
283,2020-08-20,BDX,"Becton, Dickinson and Company",sale_full,"$1,001 - $15,000",David B. McKinley
284,2020-08-20,KMX,CarMax Inc,purchase,"$1,001 - $15,000",David B. McKinley
285,2020-08-20,ECL,Ecolab Inc.,sale_full,"$1,001 - $15,000",David B. McKinley
286,2020-08-25,ECL,Ecolab Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley
287,2020-08-28,EL,"Estee Lauder Companies, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley
288,2020-08-28,HD,"Home Depot, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley
289,2020-08-28,INTU,Intuit Inc.,sale_partial,"$1,001 - $15,000",David B. McKinley
290,2020-08-28,MA,Mastercard Incorporated,sale_partial,"$1,001 - $15,000",David B. McKinley
291,2020-08-28,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",David B. McKinley
292,2020-08-20,NFLX,"Netflix, Inc.",purchase,"$1,001 - $15,000",David B. McKinley
293,2020-08-20,QCOM,QUALCOMM Incorporated,purchase,"$1,001 - $15,000",David B. McKinley
294,2020-08-25,QCOM,QUALCOMM Incorporated,purchase,"$15,001 - $50,000",David B. McKinley
295,2020-08-25,RTX,Raytheon Technologies Corporation,sale_partial,"$15,001 - $50,000",David B. McKinley
296,2020-08-20,RTX,Raytheon Technologies Corporation,sale_full,"$1,001 - $15,000",David B. McKinley
297,2020-08-20,RPM,RPM International Inc.,purchase,"$1,001 - $15,000",David B. McKinley
298,2020-08-28,RPM,RPM International Inc.,sale_partial,"$1,001 - $15,000",David B. McKinley
299,2020-08-25,RPM,RPM International Inc.,purchase,"$15,001 - $50,000",David B. McKinley
300,2020-08-25,SYY,Sysco Corporation,sale_full,"$1,001 - $15,000",David B. McKinley
301,2020-08-28,WM,"Waste Management, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley
302,2020-08-07,FB,"Facebook, Inc. - Class A",sale_full,"$1,000,001 - $5,000,000",Nancy Pelosi
303,2020-05-11,BRK.B,Berkshire Hathaway Inc. New,sale_full,"$1,001 - $15,000",Steve Cohen
304,2020-05-11,CVX,Chevron Corporation,sale_full,"$1,001 - $15,000",Steve Cohen
305,2020-05-11,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Steve Cohen
306,2020-05-11,FHN,First Horizon National Corporation,sale_full,"$1,001 - $15,000",Steve Cohen
307,2020-05-11,PEAK,"Healthpeak Properties, Inc.",sale_full,"$1,001 - $15,000",Steve Cohen
308,2020-05-11,SLB,Schlumberger N.V.,sale_full,"$1,001 - $15,000",Steve Cohen
309,2020-05-11,DIS,Walt Disney Company,sale_full,"$1,001 - $15,000",Steve Cohen
310,2020-01-14,PG,Procter & Gamble Company,sale_partial,"$1,001 - $15,000",Gerald E. Connolly
311,2020-01-14,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Gerald E. Connolly
312,2020-07-02,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Lloyd Doggett
313,2020-07-22,--,UNC - Wilmington Limited Obligation Bonds,purchase,"$1,001 - $15,000",David E. Price
314,2021-02-02,AMZN,Amazon.com Inc,sale_full,"$15,001 - $50,000",John Curtis
315,2021-02-02,DOMO,DOMO Inc Class B,sale_full,"$15,001 - $50,000",John Curtis
316,2021-02-02,DIS,The Walt Disney Corp,sale_full,"$1,001 - $15,000",John Curtis
317,2021-01-22,EPD,Enterprise Product Partners L.P.,purchase,"$15,001 - $50,000",Trey Hollingsworth
318,2021-01-15,APD,"Air Products and Chemicals, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
319,2021-01-15,APD,"Air Products and Chemicals, Inc.",purchase,"$15,001 - $50,000",Kathy Manning
320,2021-01-15,GOOGL,Alphabet Inc. - Class A,sale_partial,"$1,001 - $15,000",Kathy Manning
321,2021-01-15,GOOGL,Alphabet Inc. - Class A,sale_partial,"$1,001 - $15,000",Kathy Manning
322,2021-01-15,GOOG,Alphabet Inc. - Class C Capital Stock,sale_partial,"$1,001 - $15,000",Kathy Manning
323,2021-01-15,AMGN,Amgen Inc.,sale_partial,"$1,001 - $15,000",Kathy Manning
324,2021-01-15,AMGN,Amgen Inc.,sale_partial,"$1,001 - $15,000",Kathy Manning
325,2021-01-15,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Kathy Manning
326,2021-01-15,AAPL,Apple Inc.,sale_partial,"$1,001 - $15,000",Kathy Manning
327,2021-01-15,CAT,"Caterpillar, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
328,2021-01-15,CNC,Centene Corporation,purchase,"$1,001 - $15,000",Kathy Manning
329,2021-01-15,CNC,Centene Corporation,purchase,"$1,001 - $15,000",Kathy Manning
330,2021-01-15,CB,Chubb Limited,purchase,"$1,001 - $15,000",Kathy Manning
331,2021-01-15,CB,Chubb Limited,purchase,"$1,001 - $15,000",Kathy Manning
332,2021-01-15,CFG,"Citizens Financial Group, Inc.",sale_partial,"$1,001 - $15,000",Kathy Manning
333,2021-01-15,CME,CME Group Inc. - Class A,purchase,"$1,001 - $15,000",Kathy Manning
334,2021-01-15,EL,"Estee Lauder Companies, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
335,2021-01-15,EXPD,"Expeditors International of Washington, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
336,2021-01-15,GIS,"General Mills, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
337,2021-01-15,HD,"Home Depot, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
338,2021-01-15,INTC,Intel Corporation,sale_full,"$15,001 - $50,000",Kathy Manning
339,2021-01-15,INTL,Intel Corporation,sale_full,"$1,001 - $15,000",Kathy Manning
340,2021-01-15,INTU,Intuit Inc.,purchase,"$1,001 - $15,000",Kathy Manning
341,2021-01-15,JNJ,Johnson & Johnson,purchase,"$1,001 - $15,000",Kathy Manning
342,2021-01-15,JPM,JP Morgan Chase & Co.,purchase,"$1,001 - $15,000",Kathy Manning
343,2021-01-15,LMT,Lockheed Martin Corporation,sale_partial,"$1,001 - $15,000",Kathy Manning
344,2021-01-15,MU,"Micron Technology, Inc.",sale_partial,"$1,001 - $15,000",Kathy Manning
345,2021-01-15,PKG,Packaging Corporation of America,purchase,"$15,001 - $50,000",Kathy Manning
346,2021-01-15,PKG,Packaging Corporation of America,purchase,"$1,001 - $15,000",Kathy Manning
347,2021-01-15,PYPL,"PayPal Holdings, Inc.",sale_partial,"$1,001 - $15,000",Kathy Manning
348,2021-01-15,PFE,"Pfizer, Inc.",purchase,"$1,001 - $15,000",Kathy Manning
349,2021-01-15,QCOM,QUALCOMM Incorporated,sale_partial,"$1,001 - $15,000",Kathy Manning
350,2021-01-15,SBUX,Starbucks Corporation,sale_partial,"$1,001 - $15,000",Kathy Manning
351,2021-01-15,SYY,Sysco Corporation,purchase,"$1,001 - $15,000",Kathy Manning
352,2021-01-15,VTRS,Viatris Inc.,purchase,"$1,001 - $15,000",Kathy Manning
353,2021-01-15,WMT,Walmart Inc.,purchase,"$1,001 - $15,000",Kathy Manning
354,2021-01-15,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Kathy Manning
355,2021-03-09,--,US Treasury Nt 2% 11/22,purchase,"$15,001 - $50,000",Earl Blumenauer
356,2021-03-05,ESTC,Elastic NV Ordinary Shares,sale_full,"$50,001 - $100,000",Anthony E. Gonzalez
357,2020-06-26,APPL,Apple Inc. This transaction was reported late due to oversight error that was just caught,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
358,2020-06-26,BLK,BlackRock Inc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
359,2020-06-26,DEO,Diageo plc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
360,2020-06-26,FAST,Fastenal Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
361,2020-06-26,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
362,2020-06-26,NSRGY,Nestle SA Sponsored ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
363,2020-06-26,RHHBY,Roche Holdings AG ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
364,2020-06-26,TSM,Taiwan Semiconductor Manuf Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney
365,2021-03-18,AAL,American Airlines Group Inc,purchase,"$1,001 - $15,000",Michael K. Simpson
366,2021-03-09,SNV,Synovus Financial Corp,purchase,"$15,001 - $50,000",Greg Steube
367,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 -",Alan S. Lowenthal
368,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 - $15,000",Alan S. Lowenthal
369,2020-01-09,--,Ares Cap Corp,purchase,"$15,001 - $50,000",Alan S. Lowenthal
370,2020-01-10,--,Ares Cap Corp,purchase,"$1,001 - $15,000",Alan S. Lowenthal
371,2020-01-06,BKI,"Black Knight, Inc.",sale_partial,"$1,001 - $15,000",Alan S. Lowenthal
372,2021-04-09,HHC,Howard Hughes Corporation,sale_partial,"$1,001 - $15,000",Earl Blumenauer
373,2021-04-12,HHC,Howard Hughes Corporation,sale_partial,"$1,001 - $15,000",Earl Blumenauer
374,2021-04-13,HHC,Howard Hughes Corporation,sale_full,"$1,001 - $15,000",Earl Blumenauer
375,2021-04-15,O,Realty Income Corp REIT,purchase,"$1,001 - $15,000",Earl Blumenauer
376,2021-04-30,--,US Treasury NT 2.25% 04/21,sale_full,"$50,001 - $100,000",Earl Blumenauer
377,2021-02-09,--,First Trust Stifel Best Picks Jan 21,purchase,"$15,001 - $50,000",Earl Leroy Carter
378,2021-05-06,AM,Antero Midstream Corporation,sale_full,"$250,001 - $500,000",Mark Dr Green
379,2021-04-28,LINK-USD,ChainLink,purchase,"$1,001 - $15,000",Mark Dr Green
380,2021-05-03,ENBL,Enable Midstream Partners LP Common Units rep ltd partner interests,purchase,"$1,001 - $15,000",Mark Dr Green
381,2021-05-03,ET,Energy Transfer LP Common Units,purchase,"$250,001 - $500,000",Mark Dr Green
382,2021-05-07,ET,Energy Transfer LP Common Units,purchase,"$15,001 - $50,000",Mark Dr Green
383,2021-05-06,ET,Energy Transfer LP Common Units,purchase,"$50,001 - $100,000",Mark Dr Green
384,2021-05-05,ET,Energy Transfer LP Common Units,purchase,"$100,001 - $250,000",Mark Dr Green
385,2021-05-07,GLP,Global Partners LP Global LP Common Units rep ltd partner interests,sale_full,"$100,001 - $250,000",Mark Dr Green
386,2021-05-05,NGL,NGL Energy Partners LP Common Units rep ltd partner interests,purchase,"$1,001 - $15,000",Mark Dr Green
387,2021-05-06,NGL,NGL Energy Partners LP Common Units rep ltd partner interests,purchase,"$1,001 - $15,000",Mark Dr Green
388,2021-04-21,NGL,NGL Energy Partners LP Common Units rep ltd partner interests,purchase,"$1,001 - $15,000",Mark Dr Green
389,2021-05-05,PBFX,PBF Logistics LP Common Units rep ltd partner interests,purchase,"$250,001 - $500,000",Mark Dr Green
390,2021-05-06,PBFX,PBF Logistics LP Common Units rep ltd partner interests,purchase,"$250,001 - $500,000",Mark Dr Green
391,2021-05-07,PBFX,PBF Logistics LP Common Units rep ltd partner interests,purchase,"$100,001 - $250,000",Mark Dr Green
392,2021-05-03,SHLX,Shell Midstream Partners LP Common units rep ltd partner interests,sale_full,"$500,001 - $1,000,000",Mark Dr Green
393,2021-05-05,USAC,USA Compression Partners LP Common units rep ltd partner interests,sale_full,"$250,001 - $500,000",Mark Dr Green
394,2021-04-26,LTD,L Brands Inc,purchase,"$1,001 - $15,000",Susie Lee
395,2021-04-21,MRVL,Marvell Technology Inc,exchange,"$1,001 -",Susie Lee
396,2021-04-26,TAP,Molson Coors Beverage Company Class B,purchase,"$1,001 - $15,000",Susie Lee
397,2021-04-26,SAIC,Science Applications International Corporation,sale_full,"$1,001 - $15,000",Susie Lee
398,2021-04-14,SCI,Service Corporation International,sale_partial,"$1,001 - $15,000",Susie Lee
399,2021-04-27,JOE,St. Joe Company,sale_partial,"$1,001 - $15,000",Susie Lee
400,2021-04-01,TER,Teradyne Inc,purchase,"$1,001 - $15,000",Susie Lee
401,2020-03-02,ENS,Enersys,purchase,"$15,001 - $50,000",Greg Gianforte
402,2020-03-06,NVEE,"NV5 Global, Inc.",purchase,"$15,001 - $50,000",Greg Gianforte
403,2020-03-03,OSW,OneSpaWorld Holdings Limited - Common Shares,purchase,"$15,001 - $50,000",Greg Gianforte
404,2020-03-03,OSW,OneSpaWorld Holdings Limited - Common Shares,purchase,"$1,001 - $15,000",Greg Gianforte
405,2020-02-20,SGIOY,Shionogi & Co Ltd Unsponsored ADR,purchase,"$100,001 - $250,000",Greg Gianforte
406,2020-03-03,VSAT,"ViaSat, Inc.",purchase,"$15,001 - $50,000",Greg Gianforte
407,2020-03-04,VSAT,"ViaSat, Inc.",purchase,"$1,001 - $15,000",Greg Gianforte
408,2020-03-02,WW,"WW International, Inc.",purchase,"$15,001 - $50,000",Greg Gianforte
409,2020-02-27,ABBV,AbbVie Inc.,purchase,"$1,001 - $15,000",Robert J. Wittman
410,2021-04-12,SCHD,Schwab US Dividend Equity ETF,purchase,"$15,001 - $50,000",Hakeem S. Jeffries
411,2021-03-02,SNAP,Snap Inc,sale_partial,"$1,001 - $15,000",Rohit Khanna
412,2021-03-08,CME,CME Group Inc,purchase,"$1,001 - $15,000",Rohit Khanna
413,2021-03-09,MTCH,Match Group Inc,purchase,"$1,001 - $15,000",Rohit Khanna
414,2021-03-16,INFO,IHS Markit Ltd,sale_partial,"$1,001 - $15,000",Rohit Khanna
415,2021-03-24,ADBE,Adobe Inc,purchase,"$1,001 - $15,000",Rohit Khanna
416,2021-03-24,SNAP,Snap Inc,purchase,"$1,001 - $15,000",Rohit Khanna
417,2021-03-24,NVDA,Nvidia Corporation,purchase,"$1,001 - $15,000",Rohit Khanna
418,2021-03-24,EL,Estee Lauder Co,sale_partial,"$1,001 - $15,000",Rohit Khanna
419,2021-03-26,CMG,Chipolte Mexican Grill,purchase,"$1,001 - $15,000",Rohit Khanna
420,2021-03-24,EL,Estee Lauder Co,sale_partial,"$1,001 - $15,000",Rohit Khanna
421,2021-03-02,SNAP,Snap Inc,sale_partial,"$1,001 - $15,000",Rohit Khanna
422,2021-03-08,CME,CME Group Inc,purchase,"$1,001 - $15,000",Rohit Khanna
423,2021-03-09,MTCH,Match Group Inc,purchase,"$1,001 - $15,000",Rohit Khanna
424,2021-03-16,INFO,IHS Markit Ltd,sale_partial,"$1,001 - $15,000",Rohit Khanna
425,2021-03-24,ADBE,Adobe Inc,purchase,"$1,001 - $15,000",Rohit Khanna
426,2021-03-24,INFO,IHS Markit Ltd,sale_partial,"$1,001 - $15,000",Rohit Khanna
427,2021-03-24,SNAP,Snap Inc,purchase,"$1,001 - $15,000",Rohit Khanna
428,2021-03-24,NVDA,Nvidia Corp,purchase,"$1,001 - $15,000",Rohit Khanna
429,2021-03-24,EL,Estee Lauder Co,sale_partial,"$1,001 - $15,000",Rohit Khanna
430,2021-03-26,CMG,Chipolte Mexican Grill Inc,purchase,"$1,001 - $15,000",Rohit Khanna
431,2021-03-12,WAB,Westinghouse Air Brake Technology,purchase,"$1,001 - $15,000",Rohit Khanna
432,2021-03-05,T,AT&T Inc Common,purchase,"$1,001 - $15,000",Rohit Khanna
433,2021-03-17,WBA,Walgreens Boots Alliance,purchase,"$1,001 - $15,000",Rohit Khanna
434,2021-03-25,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
435,2021-03-25,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
436,2021-03-10,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
437,2021-03-18,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
438,2021-03-11,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
439,2021-03-19,KO,Coca-Cola Company - Common,purchase,"$1,001 - $15,000",Rohit Khanna
440,2021-03-10,VIAC,Viacom CBS Inc Common Class B,sale_partial,"$1,001 - $15,000",Rohit Khanna
441,2021-03-11,VIAC,Viacom CBS Inc Common Class B,sale_full,"$1,001 - $15,000",Rohit Khanna
442,2021-03-11,AIG,American International Group Inc CMN,sale_partial,"$1,001 - $15,000",Rohit Khanna
443,2021-03-02,--,Tallahasse FL Energy Rev 5% 10/01/21,purchase,"$15,001 - $50,000",Rohit Khanna
444,2021-03-01,--,Ohio St Wtr Div Auth Rev 9% 12/01/21,purchase,"$1,001 - $15,000",Rohit Khanna
445,2021-03-02,--,Houston Tx GO 5% 03/01/22,purchase,"$1,001 - $15,000",Rohit Khanna
446,2021-03-01,--,Hayes Cnty Tx GO 5% 02/15/22,purchase,"$1,001 - $15,000",Rohit Khanna
447,2021-03-01,--,Huntsville AL GO 5% 05/01/22,purchase,"$50,001 - $100,000",Rohit Khanna
448,2021-03-08,FB,Facebook Class A,purchase,"$1,001 - $15,000",Rohit Khanna
449,2021-03-30,ZNGA,Zyanga Inc CMN Class A,purchase,"$1,001 - $15,000",Rohit Khanna
450,2021-03-26,ZNGA,Zyanga Inc CMN Class A,purchase,"$1,001 - $15,000",Rohit Khanna
451,2021-03-25,ZNGA,Zyanga Inc CMN Class A,purchase,"$1,001 - $15,000",Rohit Khanna
452,2021-03-26,SBAC,SBA Communications Corp CMN,purchase,"$1,001 - $15,000",Rohit Khanna
453,2021-03-05,SBAC,SBA Communications Corp CMN,purchase,"$1,001 - $15,000",Rohit Khanna
454,2021-03-01,HUM,Humana Inc CMN,purchase,"$1,001 - $15,000",Rohit Khanna
455,2021-03-11,AIG,American International Group Inc CMN,sale_partial,"$1,001 - $15,000",Rohit Khanna
456,2021-03-26,JPM,JP Morgan & Chase Co CMN,sale_partial,"$1,001 - $15,000",Rohit Khanna
457,2021-03-29,TXN,Texas Instruments Inc CMN,sale_partial,"$1,001 - $15,000",Rohit Khanna
458,2021-03-30,ORLY,OReilly Automotive Inc,sale_partial,"$1,001 - $15,000",Rohit Khanna
459,2021-03-05,MET,MetLife Inc CMN,sale_partial,"$1,001 - $15,000",Rohit Khanna
460,2020-12-28,ASMB,"Assembly Biosciences, Inc.",purchase,"$1,001 - $15,000",Christopher L. Jacobs
461,2020-12-28,RETA,"Reata Pharmaceuticals, Inc. -Class A",purchase,"$1,001 - $15,000",Christopher L. Jacobs
462,2020-12-28,SRNE,"Sorrento Therapeutics, Inc.",purchase,"$1,001 - $15,000",Christopher L. Jacobs
463,2021-01-28,Z,Zillow Group - Class C,purchase,"$1,001 - $15,000",Susie Lee
464,2021-01-12,WSM,Williams-Sonoma Inc,purchase,"$1,001 - $15,000",Susie Lee
465,2021-01-11,WSM,Williams-Sonoma Inc,purchase,"$1,001 - $15,000",Susie Lee
466,2021-01-12,WRK,Westrock Company,purchase,"$1,001 - $15,000",Susie Lee
467,2021-01-07,WCC,WESCO International,purchase,"$1,001 - $15,000",Susie Lee
468,2021-01-12,WAIR,WESCO Aircraft Holdings,purchase,"$1,001 - $15,000",Susie Lee
469,2021-01-15,VNT,Vontier Corporation,purchase,"$1,001 - $15,000",Susie Lee
470,2021-01-13,VNT,Vontier Corporation,purchase,"$1,001 - $15,000",Susie Lee
471,2021-01-13,VRT,Vertiv Holdings,purchase,"$1,001 - $15,000",Susie Lee
472,2021-01-15,VRT,Vertiv Holdings,purchase,"$1,001 - $15,000",Susie Lee
473,2021-01-05,TMUS,T-Mobile USA,sale_partial,"$1,001 - $15,000",Susie Lee
474,2021-01-12,GT,Goodyear Tire & Rubber,purchase,"$1,001 - $15,000",Susie Lee
475,2021-01-13,GT,Goodyear Tire & Rubber,purchase,"$1,001 - $15,000",Susie Lee
476,2021-01-22,AZEK,The AZTEK Company Inc,purchase,"$1,001 - $15,000",Susie Lee
477,2021-01-28,AZEK,The AZTEK Company Inc,purchase,"$1,001 - $15,000",Susie Lee
478,2021-01-08,SVC,Services Properties Trust,purchase,"$1,001 - $15,000",Susie Lee
479,2021-01-15,ROP,Roper Technologies,sale_full,"$1,001 - $15,000",Susie Lee
480,2021-01-12,RLGY,Realogy Holdings,purchase,"$1,001 - $15,000",Susie Lee
481,2021-01-28,MAT,MATTEL Inc,purchase,"$1,001 - $15,000",Susie Lee
482,2021-01-28,MKTX,MarketAxess Holdings,purchase,"$1,001 - $15,000",Susie Lee
483,2021-01-13,LESL,Leslies Inc,purchase,"$1,001 - $15,000",Susie Lee
484,2021-01-12,LESL,Leslies Inc,purchase,"$1,001 - $15,000",Susie Lee
485,2021-01-08,INFO,IHS Markit Ltd,sale_full,"$1,001 - $15,000",Susie Lee
486,2021-01-07,HHC,Howard Hughes Corp,purchase,"$1,001 - $15,000",Susie Lee
487,2021-01-28,GO,Grocery Outlet Holding Company,sale_partial,"$1,001 - $15,000",Susie Lee
488,2021-01-28,FTNT,Fortinet Inc,sale_full,"$1,001 - $15,000",Susie Lee
489,2021-01-13,FLT,FleetCor Technologies,purchase,"$1,001 - $15,000",Susie Lee
490,2021-01-13,FISV,Fiserv Inc,sale_full,"$1,001 - $15,000",Susie Lee
491,2021-01-12,FISV,Fiserv Inc,sale_partial,"$1,001 - $15,000",Susie Lee
492,2021-01-05,ECL,EcoLab Inc,sale_partial,"$1,001 - $15,000",Susie Lee
493,2021-01-13,DRE,Duke Realty Corp,sale_full,"$1,001 - $15,000",Susie Lee
494,2021-01-12,DRE,Duke Realty Corp,sale_partial,"$1,001 - $15,000",Susie Lee
495,2021-01-28,DLTR,Dollar Tree Inc,purchase,"$1,001 - $15,000",Susie Lee
496,2021-01-12,DFS,Discover Financial Services,purchase,"$1,001 - $15,000",Susie Lee
497,2021-01-12,DLR,Digital Realty Trust,sale_partial,"$1,001 - $15,000",Susie Lee
498,2021-01-13,DLR,Digital Realty Trust,sale_full,"$1,001 - $15,000",Susie Lee
499,2021-01-28,DELL,Dell Technologies Inc,sale_partial,"$1,001 - $15,000",Susie Lee
500,2021-01-28,CRWD,CrowdStrike Holdings Ltd,purchase,"$1,001 - $15,000",Susie Lee
501,2021-01-06,CHNG,Change Healthcare Inc,sale_full,"$1,001 - $15,000",Susie Lee
502,2021-01-13,CHX,ChampionX Corp,purchase,"$1,001 - $15,000",Susie Lee
503,2021-01-12,CHX,ChampionX Corp,purchase,"$1,001 - $15,000",Susie Lee
504,2021-01-07,CHX,ChampionX Corp,purchase,"$1,001 - $15,000",Susie Lee
505,2021-01-05,CHX,ChampionX Corp,purchase,"$1,001 - $15,000",Susie Lee
506,2021-01-28,CDW,CDW Corporation,sale_partial,"$1,001 - $15,000",Susie Lee
507,2021-01-12,CACI,CACI International Class A,sale_partial,"$1,001 - $15,000",Susie Lee
508,2021-01-13,CACI,CACI International Class A,sale_full,"$1,001 - $15,000",Susie Lee
509,2021-01-05,BIO,Bio-Rad Laboratories,sale_partial,"$1,001 - $15,000",Susie Lee
511,2021-01-05,AHCO,AdaptHealth Corp - Class A,purchase,"$1,001 - $15,000",Susie Lee
512,2021-01-22,AHCO,AdaptHealth Corp - Class A,purchase,"$1,001 - $15,000",Susie Lee
513,2021-02-01,BSX,Boston Scientific Corporation,purchase,"$1,001 -",Alan S. Lowenthal
